com.samsung.health.sleep_stage,6195017,6,,,,,,,,
46:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,48:00.0,1f8b14d9-ecfa-4ca2-8a98-16c68fc9e4b6
48:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,ad6446d7-dc35-4b78-8cdb-ac1d26379134
52:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,806d4f76-4c77-4e4d-9e5e-b2c8c093c1e9
53:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,0b4bd8e6-89b1-45c0-b39a-6747c4bd303d
54:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,5dd8e1c8-f8fb-438f-8357-25092ac8d324
55:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,65039332-d36e-4e19-8909-1a0ecec6e188
54:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,25e563c8-ada1-4dc9-b682-ce70e644d83c
56:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,2212b867-1990-4355-b72a-58d4ae87c78a
58:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,6b06fdcf-494e-4c40-acc4-ad971da94705
00:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,e642ba9f-78a3-4b27-acf8-294af5a77170
04:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,a21f51f1-9f3c-4f3c-a355-b0938becff4f
07:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,5bf9c7ed-e345-4f58-8028-ac54722d1024
11:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,bc790509-ab55-4936-814d-e8efeb7c613f
43:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,ac35747d-5c76-4c0b-9b69-646e952cb082
44:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,45:00.0,71b43f21-4a4a-4699-b746-73be2dea93d7
45:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,46:00.0,efd5ca1f-3f1a-4419-a9d9-0cf99ad7fd04
46:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,5ede3251-474f-4461-bd01-4a05ebc904a4
14:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,37e95e9f-e3e8-4731-8324-e363bf72781f
15:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,20:00.0,3bb19b16-4895-4262-96db-3d2765b0027d
20:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,ea8b5ec0-451e-481e-8dda-a760c44da2de
22:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,47f875cc-4154-40dc-b3b3-6a0f960cbab9
35:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,0c4f3abf-c854-4b85-a0a5-b1416853eb00
39:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,7a201266-8233-4604-be53-751a05f69efe
41:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,ec40a459-5e04-4f63-8a8a-c0296a276a66
42:00.0,9945d238-c013-4c95-9b60-d591550e50b4,,45:29.6,45:29.6,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,d2e9f08f-c047-4f7f-90a1-86bf332ab17d
38:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,abe340f3-a926-443c-bea1-ed3eca06b208
52:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,273b86bf-b8b4-4ae5-b1f1-460a8de29f3e
53:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,c9fc25a9-8561-4436-9090-070131089393
59:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,7da5ea91-aa6c-4131-ab26-ed7e863b25ab
00:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,b2499f4a-6e0d-4aa0-85bc-d5a71c393617
14:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,028f8979-9312-4eec-9aee-ae0a8d090b2b
28:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,228ef74f-915d-43d7-a4a1-528266585e4e
30:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,c8ac17d4-0f09-4b92-93c4-4349053e94f7
34:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,3390997d-5c6f-402b-8506-6784a62d0c53
37:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,ec2bcc62-2dc0-47df-bb78-83a44cd9e160
39:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,531be789-fcbd-4de9-8074-25648a07d0dc
43:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,45:00.0,5c090b90-4784-46a2-be7f-2de4f4d1b6a0
45:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,22910ec9-6529-4ddf-8ca1-a9ee82e81e88
06:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,51dea236-df51-4fcf-a700-67ba32343b04
09:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,31:00.0,7ddd2015-0371-488f-a77d-c52ecfc7aa17
31:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,5191b20a-2f81-472d-abf6-1d711811e7fe
32:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,57:00.0,e71f72b3-9822-49e3-96c2-f5f237d47a41
57:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,1b690bc3-e78c-4b1e-be19-c250f59331d4
58:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,98eb127d-da31-4067-9bf2-165d769431b4
02:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,1b456a71-7b0d-43ea-acb3-9711d25500b1
16:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,b9224fa3-8c27-47bc-b907-92a24c6e816d
17:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,40:00.0,50bd09bb-d8b8-489d-89bc-9c0f8c4281ce
40:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,11e995e7-2f3b-40e8-b780-070465617d34
14:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,39ddc733-df6e-4723-a2d6-d68963bfb265
15:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,27:00.0,21b63f81-2311-427b-835b-5e02848fc6c1
27:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,b9476c0c-1f8a-4e37-a89b-a1eb5c3c7c44
30:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,11f5a4c0-19af-4492-b95d-33a4c3306a6f
36:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,abafa708-b173-4ae9-9fd4-bc35377532c1
37:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,2a586e54-79d4-4fa3-89dc-a0987db165c1
39:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,b0580228-71bd-483c-8fc7-6fd6a402545f
41:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,45:00.0,bc02b46a-c500-4822-a524-230de8bb71f1
45:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,341a3cf3-d29a-4130-b4af-3a54b85be743
50:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,7b2d41e5-9540-47d8-8cda-dee89d1be3e2
53:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,55:00.0,e89951b3-317d-4503-a7e6-52dfd8217fd2
55:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,1112e72b-dec2-4f22-985e-e1503f5c1921
05:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,2a6d6c18-f59f-484e-bf97-4e394a466bd9
08:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,b73c22c5-9ab8-4150-b793-7b19e9d653f5
10:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,ea5c623b-6376-420b-bbc6-00ee47556a08
24:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,40:00.0,edc13d5c-fc87-48d5-90f6-35b1200eacb7
40:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,b2b5dd9d-5e8b-4bbd-b0c3-2ff40685fbc1
43:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,48:00.0,a10012cd-740f-4d79-993f-3029dfbc6e78
48:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,48cdd410-b34b-4ca9-98c8-e41f1c641ad1
56:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,57:00.0,0c4bd6ed-a550-4beb-8459-ce07200884f4
57:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,cb333423-078c-45ed-a897-8288d9cc48fe
58:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,22f9a702-d77b-42d2-b1c5-c9eeea43c6c4
00:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,e7609786-dc01-49e5-a7cd-a24f7df7723f
03:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,9cb48ce4-2a03-4fc8-b5fc-6d90e07ed032
04:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,0f40cb55-280d-4b55-9d31-379f57f18f03
12:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,d7c4360d-444e-4acb-9056-657b93380281
18:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,8df68e00-8429-425b-88e0-a0049138b418
19:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,23:00.0,4b2c6c7b-fa28-4cc8-b8af-3cfdc465c63b
23:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,25:00.0,0e160a6b-7bce-4ce2-9a9e-a9f62184f7b2
25:00.0,cedfb66e-6db4-4153-9d21-87a08ca5c17a,,34:41.3,34:41.3,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,2caedb67-31f9-4a02-a0b0-c7a814d32d24
14:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,5f3214a5-2f62-4b3c-ad3f-58039a0990d2
37:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,5b2f21d5-2b45-4756-b398-9b4aa7d760c2
39:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,334c84ff-3ce1-43f8-a211-bcfb063644d6
56:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,2279f66a-b272-4f2b-84a1-bc68453df1e4
08:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,44b530fa-d53f-4ca6-94a5-4759cbf5469e
11:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,b6efddbd-ee5b-4376-9c41-750936eb4842
18:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,21:00.0,ae512e29-99ac-4bf7-8802-76737c07aa84
21:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,0b2bdd42-33ee-4ba2-b2e8-0fba5a64578c
22:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,c843d9df-a206-44d9-be67-8aaa4d832333
39:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,40:00.0,6a518a04-ebde-4fc2-9254-917178e81465
40:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,d72d582a-15d6-4ddc-9caa-7c5652684c53
41:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,f60a2c44-815c-437c-b122-268dcbbec2e7
54:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,57:00.0,850f8434-7aef-4cc0-9770-f53b7f679132
57:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,26:00.0,8e337a78-3912-4017-8a7d-8853070b4392
26:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,1ae5d12d-7d04-4959-8bb2-a493aa553abe
28:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,40a129cf-db03-4e5b-8c91-ceab6bf20392
42:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,0f1a918c-88b4-4942-9b93-8c0a33da799a
44:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,98320a20-bf63-42f1-a5a9-8a9bf69c7fb9
28:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,5dec467a-335f-466f-bc29-afb853564907
30:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,47:00.0,7fd55a6d-ad28-4c72-87d9-45e80519f799
47:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,23:00.0,a4b96f2c-830e-4ddf-9ce4-16a4eae75416
23:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,b185f941-2881-4d8b-9663-a5bff56cf044
24:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,fda05476-ca13-4dc5-975f-60d8cbe577fe
33:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,133f2c65-dae1-4411-b076-ef10d920945a
34:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,40:00.0,0197d574-3929-4cf7-9c59-469cf8544b4b
40:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,fc2cf70e-df39-44b8-aed7-f34ebddc7659
41:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,a95ceb49-21d8-4dc2-ac46-730211ece251
04:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,1a721662-fb5a-4933-988e-6ca344ca4f6b
05:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,93fa5a89-da3d-45c2-b670-79e1299f1422
19:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,9df16d2c-fc06-4822-99ba-90cd12b4bc30
22:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,ead83d8c-9985-40fd-8867-a204b85c0945
33:00.0,cd88223c-a7f3-4472-8184-0bdb75deacba,,43:57.8,43:57.8,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,f5b46ce0-47b3-4e71-8deb-66f1731caed0
46:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,6c61d850-ff22-41ac-ab9b-7875658b8274
12:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,2b89405b-ddd9-40e9-87ad-8e7439132cb0
14:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,54627220-5faa-40d5-afef-0fc916bd708e
15:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,c27fba98-2445-479f-961d-4c33b7a7b698
16:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,20:00.0,0df66212-ef94-4a57-8fbf-47e920c6f78a
20:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,823c238f-0634-4bc9-a4fb-79b690a240cc
22:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,38:00.0,89542e80-632a-4264-bcf4-c054198781c6
38:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,c797c275-27f3-40f1-a68f-32968146c846
44:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,45:00.0,f7d57dc0-ff6e-44ad-9d3f-7c26baae6b36
45:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,46:00.0,b2a67000-8638-4b80-bedf-83f703f922d9
46:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,2f1d2040-083a-467e-a65b-d37ef7bc99d5
53:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,a595f437-69ee-40ba-a3d8-28562e341239
54:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,4422f132-3b35-4b73-9203-a1d185ed6a32
02:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,07ec178a-654e-4f17-98f2-5e7442fb06cf
03:00.0,aed7b1fa-90cc-44ff-b73a-0a4671f35c01,,00:55.4,00:55.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,61d4678f-7a4b-4985-9371-bec73a666855
